filename,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,label
classical.00069,-321.2635,136.3085,-28.2946,31.0390,0.5668,0.2270,0.6590,-1.3173,-0.0414,-0.4194,-6.1845,-0.1566,-0.4766,classical
classical.00070,-321.1300,134.6036,-18.2553,22.1968,0.4218,-3.7994,0.4847,-1.1445,-1.8978,-0.1007,-2.7546,0.5867,2.4948,classical
classical.00071,-269.6728,136.4425,-25.0296,26.4013,0.6752,-5.3656,-1.1043,-1.4958,-0.1751,-3.8036,-9.2927,-3.1418,1.6499,classical
classical.00072,-360.8185,138.9861,-12.9369,33.7866,7.5907,-1.7154,1.0259,4.0695,3.9373,0.9441,0.5203,4.6870,3.3393,classical
classical.00073,-306.8490,152.8593,-27.6010,16.3305,-3.1416,-8.9331,-5.4367,-9.7787,-7.1066,0.2986,0.8943,5.4444,8.2179,classical
classical.00074,-289.7109,143.9021,-26.9988,24.0679,-1.1486,-6.2984,-2.7404,-3.5235,-3.0200,-3.1465,-7.2648,-1.6957,3.0778,classical
classical.00075,-412.9704,138.5378,-19.2484,34.1634,8.9724,-4.2916,4.1621,0.8806,3.0791,0.1047,-4.0645,3.7917,5.9262,classical
classical.00076,-238.7261,149.7327,-28.8623,28.2716,-0.7836,-3.9317,-2.1490,-4.3468,-4.1871,-3.4337,-5.7550,-0.0946,2.5415,classical
classical.00077,-477.9508,155.3633,12.7659,5.5264,2.4022,-10.6526,-16.6453,-12.5377,-11.1842,-9.3728,-3.2123,-2.7659,-6.4764,classical
classical.00078,-552.1201,173.3548,26.3523,14.1164,7.2569,-7.0831,-5.8546,-10.3393,-11.0158,-9.1891,-8.8229,-4.9275,-3.6457,classical
classical.00079,-437.6479,170.9881,7.4275,-3.1005,0.8014,-11.1319,-12.5226,-6.8978,-5.8426,-8.4463,-8.4759,-8.3397,-7.3806,classical
classical.00080,-549.7568,157.1216,6.5888,34.4302,13.2693,5.7342,5.0475,-3.0119,2.0593,3.0721,2.0148,3.2392,5.6691,classical
classical.00081,-374.6436,153.8519,-21.5768,20.8477,7.0075,-3.9447,-2.5182,-2.8123,-4.2948,-4.5091,-5.7587,-4.2591,-3.8445,classical
classical.00082,-263.9663,142.1341,-51.3869,5.0244,-20.2739,-17.1256,-16.0707,-20.3072,-15.0365,-9.7352,-8.4057,-11.7905,-6.8885,classical
classical.00083,-338.8353,190.2121,-16.3108,3.6977,-0.4375,-8.8909,-10.3802,-16.3676,-13.2825,-10.7827,-8.6367,-8.2782,-4.6254,classical
classical.00084,-369.0356,171.9629,-27.3194,6.0187,-0.1477,-10.6810,-11.9234,-10.1926,-11.3568,-10.4979,-8.3685,-9.7954,-5.0550,classical
classical.00085,-246.1237,149.4347,-41.9904,11.6164,-10.2857,-4.0130,-7.1368,-10.1331,-9.4176,-7.1652,-3.1557,-5.6423,-2.5850,classical
classical.00086,-283.4979,159.5895,-29.5364,18.5413,-9.8674,-3.4277,-10.9908,-9.7831,-8.2971,-4.2484,-2.8698,-5.9776,-4.0240,classical
classical.00087,-392.9229,190.7829,-13.3425,8.2784,1.5497,-11.0708,-11.2404,-14.0067,-10.6189,-9.3848,-4.6195,-10.0705,-4.8194,classical
classical.00088,-299.6031,157.2708,-37.3317,15.7715,-5.7440,-4.4561,-6.8125,-10.7297,-9.8765,-8.1531,-5.4232,-7.8350,-2.7312,classical
classical.00089,-301.9084,57.5381,-59.1342,33.5474,-20.9032,17.7306,-0.6357,49.0114,19.1330,27.0993,-17.6496,-0.2956,-3.7430,classical
classical.00090,-326.3294,85.9300,-42.9625,31.8459,-19.5700,9.9955,-16.4451,9.9903,-8.6033,25.5076,6.5389,16.3975,3.4897,classical
classical.00091,-251.2267,88.7460,-41.7873,37.9202,-12.0335,21.6348,-5.8626,25.7152,-5.2119,14.2963,-7.5542,10.4760,-4.9167,classical
classical.00092,-299.6480,103.6481,-27.6802,51.0121,12.3052,16.4783,-10.9357,-0.8951,3.8623,12.9544,-12.4072,2.4661,5.1904,classical
classical.00093,-207.3867,117.6048,-41.4136,13.2487,-1.6555,15.5254,-10.3328,-1.8828,-12.7602,7.0024,-0.7668,2.0612,-8.2553,classical
classical.00094,-385.8356,128.6690,-26.7185,39.4708,-2.1588,16.7580,-5.7192,14.7182,-3.0884,12.2936,-5.8892,2.7893,3.6823,classical
classical.00095,-422.5392,89.8489,-18.7363,37.7815,5.9982,4.1557,-1.9904,12.1251,4.1625,13.7894,2.8274,5.8921,6.1197,classical
classical.00096,-203.6250,111.1459,-51.5501,39.4578,-10.5666,11.8958,-13.1621,15.1268,-7.2788,13.3774,-7.2939,3.8445,-3.7726,classical
classical.00097,-280.6796,122.7128,-14.3948,26.8610,1.3477,5.9956,-13.1096,3.3747,-11.5568,5.1832,-1.0441,2.7511,0.0548,classical
classical.00098,-287.5846,101.7643,-35.3543,41.2878,-12.7332,17.2787,-13.9673,16.3040,-5.5914,13.6580,-8.7863,-0.0522,-13.7569,classical
classical.00099,-378.6697,126.4825,-18.8218,42.8923,-14.3045,25.3522,-14.6362,18.6994,-10.1805,21.1165,4.4447,18.2223,-10.2875,classical
country.00000,-23.0670,70.2617,3.8136,28.3257,13.7532,5.7240,3.9746,7.4735,2.6289,8.4949,-2.3157,2.0895,-3.3751,country
country.00001,-7.9394,62.7237,-1.4569,28.1124,9.9669,9.3619,5.4119,9.8226,3.0273,8.4223,0.3123,6.5416,0.7364,country
country.00002,-120.2703,79.2310,5.2338,34.5483,16.5084,13.1308,6.3471,9.9624,-1.9985,6.8096,-6.3518,0.2274,-6.8131,country
country.00003,-57.7365,95.7702,-10.1172,40.9803,13.9775,-0.9865,-0.1834,7.4312,-3.6270,9.5495,-2.9399,2.4327,1.9964,country
country.00004,-20.7479,62.9539,2.3024,30.7701,6.9714,6.5029,6.3199,9.8673,3.4358,9.3785,-0.4014,7.5214,-0.9835,country
country.00005,-24.6521,62.4456,-7.7637,28.4371,10.9871,5.5455,-0.0932,13.7481,2.9068,9.9137,0.8581,5.9601,-1.2188,country
country.00006,-23.1656,71.1542,1.5790,24.4446,16.3178,4.5755,-3.8826,17.9995,-3.3434,2.4392,2.9162,0.8203,-1.1060,country
country.00007,-20.7759,64.9067,6.7711,26.3633,11.6708,13.1857,-1.9849,8.5760,0.4734,7.4461,-0.4083,6.9537,3.6621,country
country.00008,-19.7247,76.6491,-4.8288,32.2362,7.7102,17.1908,-1.4884,9.1512,2.7563,9.1477,-2.6514,7.5270,0.3916,country
country.00009,12.1809,58.9959,0.9395,26.7439,9.2459,3.5647,1.5307,8.6534,0.9996,11.6489,-2.1961,1.1930,0.4834,country
country.00010,-197.6745,106.4985,-4.4278,37.6686,-0.8652,-0.9643,-3.4560,-0.0507,-9.3044,-5.1782,-4.2514,-3.5468,-1.3492,country
country.00011,-199.0308,61.1357,9.9771,23.4876,10.2735,0.0100,8.0230,1.1249,-4.8969,9.4870,-6.3577,3.8754,1.6241,country
country.00012,-140.9852,123.9288,-2.5143,27.9644,-0.0067,1.2093,-11.0186,-1.3618,-7.0171,-6.1213,-5.1819,-2.1584,-4.6005,country
country.00013,-126.1754,77.6637,3.1591,19.9475,10.8166,0.7303,5.2258,-0.4976,-0.9999,5.3986,-3.7215,-3.4931,-5.3338,country
country.00014,-124.5965,72.4877,16.7129,18.2483,12.2270,8.0989,7.9874,-0.5056,2.3736,-0.5664,-5.5665,0.5460,-5.0566,country
country.00015,-116.2009,111.7823,-5.2598,34.0073,-12.4672,4.2437,-14.4051,8.5016,-8.2048,-1.3313,-12.5489,-4.9997,-2.1420,country
country.00016,-210.0640,139.6310,-17.0234,58.0011,-9.6576,-1.9539,-17.9967,-8.2137,-11.7698,-7.8722,0.6282,-9.9601,-6.4647,country
country.00017,-171.2913,137.3308,7.9531,28.5372,2.6924,-0.5006,-2.9544,-1.1463,-6.1536,-2.3999,-5.8569,-2.1754,-5.3398,country
country.00018,-131.1271,102.9896,-11.5270,17.7424,16.9509,4.4434,1.2984,3.4160,-1.4999,1.6114,-7.9860,-0.8263,-8.8779,country
country.00019,-256.0876,163.0974,-22.8726,26.9220,15.2908,-3.5048,4.2334,-0.7824,-9.4557,1.7636,-4.4219,-3.6405,-4.2428,country
country.00020,-161.3080,74.7975,22.4370,46.0417,5.2908,25.1251,-0.5774,10.3914,-6.8436,5.0558,-0.7791,1.4078,-6.0180,country
country.00021,-209.3421,167.1573,-20.8693,36.8277,10.2692,4.0104,-5.6748,-4.6228,-6.2463,-4.1731,-6.6828,-3.2489,-7.9694,country
country.00022,-195.0606,114.2572,0.0542,38.2102,11.2874,-6.0411,1.2271,0.0054,-15.4146,-3.5711,-6.1285,-4.4870,-0.1168,country
country.00023,-353.2161,110.6994,32.8069,24.2129,18.7759,5.9312,-1.7560,3.8864,-2.9759,-1.8977,-2.8708,-0.9694,-6.4779,country
country.00024,-200.0401,109.1283,-5.5354,48.1648,1.2318,4.5894,-9.1553,-1.4718,-11.6622,-5.2000,-11.5461,4.9851,-4.9784,country
country.00025,-200.6366,119.7211,-3.6015,31.9482,9.9816,15.2988,0.6450,0.2389,-4.4768,-2.3118,-5.2624,-2.4729,-6.0446,country
country.00026,-194.2967,151.8817,-3.0467,29.4851,9.1121,5.9774,3.7921,3.7445,-5.8559,1.6062,-3.7658,0.9466,1.9693,country
country.00027,-100.7424,106.9848,-27.1610,29.1064,5.0435,-5.4201,3.2466,-5.1816,-5.1262,-0.8220,-3.8374,-2.7021,-6.6408,country
country.00028,-169.1978,132.7877,-13.4804,31.1936,6.3406,-3.7562,-2.0563,-3.6230,-4.5611,1.2814,-6.9732,-7.2532,-1.3991,country
country.00029,-171.2201,160.5003,-17.8125,30.4946,7.5127,-8.2458,-5.6684,0.1353,-8.8346,-2.6546,0.7099,-3.7793,-6.5048,country
country.00030,-277.0879,128.2577,42.4309,37.6965,12.7563,9.5888,-5.9908,-7.5319,-8.0295,-4.9411,-6.5360,-3.6272,-7.2306,country
country.00031,-130.4629,104.1133,-19.2812,34.1444,5.4061,-2.1582,-0.7159,-2.8962,-5.4495,4.0819,-4.4693,3.5258,2.1471,country
country.00032,-237.9140,97.7407,6.4870,45.9763,2.1480,16.2227,8.8059,7.7628,-0.5881,4.4849,0.1451,3.0194,-1.6621,country
country.00033,-133.2361,78.9807,-5.6516,35.5440,-7.5414,7.9343,2.7345,0.4063,-1.1370,-1.1070,-7.8435,-1.1705,-4.8151,country
country.00034,-153.8481,83.6610,-8.4234,13.9541,13.5294,3.7710,3.0098,6.3499,2.0749,2.0659,3.1616,-0.4881,-3.0205,country
country.00035,-120.3921,95.3493,-6.0296,25.1705,20.9647,-7.1186,8.5567,2.4321,-14.6656,9.2784,-2.3633,-3.1523,0.6129,country
country.00036,-339.6333,97.7394,-9.7605,50.9898,7.8268,11.7302,0.6644,2.4793,-4.7829,0.2096,-5.9715,-2.8881,-6.1572,country
country.00037,-173.4215,105.0722,1.1565,24.1216,22.1365,2.5451,-1.5870,0.1726,-5.3257,3.8139,-4.5302,-4.5847,-1.5611,country
country.00038,-118.0400,74.1707,8.2761,15.4630,6.1694,8.4487,4.1120,5.7170,-1.9725,3.1593,5.0559,-1.1136,2.4434,country
country.00039,-89.6739,36.2858,11.4683,37.4999,9.1797,3.7282,2.8285,6.8233,1.4699,0.1010,1.0324,1.1742,-3.5637,country
country.00040,-102.8492,85.3231,-4.3276,30.5809,3.0133,-1.9457,4.4490,3.4286,-4.2500,-1.7693,-3.9729,-1.3631,-3.7667,country
country.00041,-111.5985,82.2446,13.0526,31.9387,23.6973,-0.5260,12.0325,3.6559,-5.7438,3.3428,1.4358,0.7778,0.5533,country
country.00042,-101.2620,84.1095,7.7733,30.3764,13.8549,11.6311,-0.1130,-4.9335,-2.3647,-1.9694,-8.1882,2.8224,0.5426,country
country.00043,-101.1557,85.4549,-19.7001,20.5725,9.9939,7.5992,0.1010,3.4057,0.0564,1.5782,-1.4501,-1.2908,2.1362,country
country.00044,-162.7645,119.9030,-2.9132,20.4993,27.8064,5.4810,6.0430,1.2031,-3.6892,0.3672,4.4300,-0.4152,2.4561,country
country.00045,-61.2161,71.2416,-17.0321,17.1375,5.0686,-4.2092,-1.6854,1.1769,-0.8559,4.9658,-1.7027,4.8440,-0.1622,country
country.00046,-126.8777,103.5051,-31.9022,58.7290,-1.9675,-3.1301,-2.9405,0.3603,-3.0247,-0.8302,5.5918,-10.1406,0.7290,country
country.00047,-165.5019,117.9102,-33.6102,42.5966,-1.3797,3.8338,7.1691,-7.1723,-1.6478,0.8618,-12.5092,2.8864,-12.3616,country
country.00048,-148.9655,107.2422,11.1931,26.7033,11.3961,-3.8060,14.0229,-5.8704,-11.0426,2.8019,-8.4490,3.1827,-0.7676,country
country.00049,-110.0121,134.7811,-24.0160,19.4042,-4.4018,-4.8039,-7.8074,-0.4005,-5.4126,-2.9547,0.7849,-4.7623,-0.1712,country
country.00050,-143.0240,121.8705,-13.3520,47.7601,-12.6618,23.3619,-11.0036,18.8538,-13.7064,15.9442,-11.3535,10.2897,-6.0037,country
country.00051,-204.6170,121.9318,-17.7593,46.3426,-1.8042,17.0246,-14.7030,14.6784,-19.3912,10.9408,-13.4794,1.1920,-6.2169,country
country.00052,-265.2583,138.8866,6.1218,47.4835,-2.3937,21.0523,4.0863,17.6491,-12.0201,15.4879,-1.1332,7.8941,0.5045,country
country.00053,-84.6540,100.9682,-16.0183,51.7430,-17.0852,22.5753,-20.2938,18.9128,-19.4834,15.3387,-17.7407,8.5829,-15.0041,country
country.00054,-174.9749,115.7171,5.1064,58.1696,-3.3051,29.6560,-10.0295,19.6590,-16.3091,13.7498,-8.8282,7.2204,-8.8859,country
country.00055,-82.9151,122.5237,-16.6740,40.0143,-15.0101,21.6734,-18.2488,18.3621,-17.9809,16.9862,-16.0467,8.5293,-8.7046,country
country.00056,-164.7569,123.4317,4.2333,48.7960,-5.1394,22.8384,-7.8044,19.2850,-11.0047,21.2564,-9.7363,5.1527,-6.1462,country
country.00057,-137.8230,121.5343,-13.2777,43.3266,-10.6977,17.8572,-7.9371,9.1012,-19.7860,9.4395,-19.6044,6.9105,-12.5435,country
country.00058,-101.2845,120.4252,-0.3721,49.0204,-15.8825,19.8605,-13.0645,18.5681,-15.7072,15.2352,-5.9160,6.6328,-10.3550,country
country.00059,-185.0474,120.5126,29.7362,56.3772,-3.0308,22.2074,-10.3484,20.0542,-13.6827,9.1745,-6.4235,3.2947,-8.7353,country
country.00060,-178.4442,130.1028,12.0844,47.0378,2.6194,24.0888,-4.6135,22.7720,-10.9224,13.5272,-6.7976,8.7231,-6.0959,country
country.00061,-186.3161,135.8830,5.9534,45.8323,-5.7757,22.7719,-12.9979,17.1308,-13.7695,9.7421,-8.3682,6.6460,-9.0885,country
country.00062,-94.1149,109.1952,-11.8524,41.5753,-19.4834,23.8370,-19.9287,20.3762,-17.2924,16.5668,-10.2018,9.3903,-10.0491,country
country.00063,-185.4404,118.4717,17.8436,48.8746,-2.1540,21.3526,-8.9899,20.5107,-11.4182,9.2699,-5.4576,5.7652,-2.9798,country
country.00064,-217.8437,128.3808,-7.4894,39.2525,-2.5121,18.1518,-15.1309,16.7510,-15.2514,4.8778,-6.4936,2.8955,-11.4976,country
country.00065,-250.8692,163.1174,-3.8817,30.1544,5.6011,7.4929,4.0314,-2.1281,-5.4735,-1.0659,-9.9860,1.8251,-8.7492,country
country.00066,-102.4555,135.6905,-46.8905,32.7506,-11.1627,23.4809,-9.7808,16.9067,-11.6894,13.2206,-7.1827,4.7504,-8.1950,country
country.00067,-328.8205,167.0556,13.0842,28.8077,11.2687,14.4337,11.7104,7.7783,-11.7187,2.3765,-8.3476,-3.8415,-6.7159,country
country.00068,-229.4706,157.2984,-16.7577,31.8909,-0.1034,16.6634,1.3645,12.2169,-3.8698,6.8317,-4.2741,1.3335,-5.9019,country
country.00069,-217.0957,136.1863,-10.3604,51.3766,2.6014,15.1209,-0.6671,12.2839,-6.2308,7.7983,-5.4170,3.6145,-2.7972,country
country.00070,-99.3002,117.5645,-29.8626,40.8493,-15.2450,27.9833,-11.9577,13.3302,-11.3727,10.5316,-8.7414,8.4160,-6.8378,country
country.00071,-185.8306,155.2785,-25.0147,20.5616,-3.8407,-0.5806,-4.5707,-5.9037,-16.5289,-0.4431,-16.2958,-4.2084,-16.8046,country
country.00072,-96.2131,131.9257,-26.3421,35.9756,-22.8103,14.4967,-11.8467,11.8129,-21.2240,11.5535,-12.9247,7.1912,-13.9436,country
country.00073,-166.9795,132.4592,-17.2907,46.9195,-3.6244,20.9219,-8.8197,8.5213,-15.1308,8.0982,-16.9429,6.6550,-10.9373,country
country.00074,-207.2154,130.9345,-18.5007,33.3066,-3.9250,15.3757,-6.3993,2.9363,-16.7840,7.0897,-8.5789,4.8141,-12.2405,country
country.00075,-60.8841,105.4757,-16.8913,40.7062,-15.0265,36.0247,-12.8036,17.4828,-16.7345,11.7573,-10.1296,13.1928,-12.2025,country
country.00076,-184.0258,159.8465,-23.1187,43.0063,-9.4494,8.7945,-1.6216,4.3255,-13.3466,0.8089,-13.9644,1.4381,-7.3716,country
country.00077,-118.1871,152.9668,-46.5103,31.1151,-17.2867,6.2656,-3.6717,13.0438,-13.1271,15.6892,-13.0750,5.7032,-10.6882,country
country.00078,-302.3955,150.1231,-3.7014,26.9485,-0.2540,13.5093,7.2376,4.2295,1.7687,6.5685,-0.4992,7.8974,1.3242,country
country.00079,-229.0381,180.3563,4.5263,24.1614,1.0975,4.0045,-5.9983,1.8956,-13.1276,0.0194,-13.4982,1.5883,-13.4114,country
country.00080,-100.9943,111.6334,-13.1534,44.6214,-5.9508,29.3478,-7.9518,19.5937,-22.4417,17.2665,-17.8202,11.4117,-12.4601,country
country.00081,-74.1264,107.6001,-21.1796,47.2144,-5.9774,17.7877,-20.4073,14.9685,-15.9630,15.7409,-14.6527,10.6777,-10.1320,country
country.00082,-68.5469,101.3542,-16.9026,51.5164,-10.2479,20.0665,-21.7917,15.5272,-18.7927,16.3488,-17.8989,12.1167,-13.1982,country
country.00083,-148.5025,141.2796,-15.8922,44.6644,0.9991,13.6591,-13.2395,12.6478,-11.7019,12.1566,-10.4806,9.9120,-5.0664,country
country.00084,-80.2011,108.2086,-23.8325,52.6320,-6.4114,15.0658,-17.6521,9.7216,-16.1764,8.9155,-15.9524,8.0112,-10.7046,country
country.00085,-145.9953,124.6267,-17.9183,49.2479,-0.1557,22.7798,-7.1806,16.7396,-9.7132,15.4309,-7.6281,10.9204,-3.4498,country
country.00086,-122.4080,111.4790,-13.6925,53.8515,-2.6669,19.6979,-14.1185,13.7496,-14.0215,14.6295,-13.9829,9.2302,-10.5496,country
country.00087,-170.8078,124.7523,-19.2241,39.2048,-3.7496,15.2956,-12.9639,8.5246,-11.8249,11.3237,-13.7724,3.1083,-10.0779,country
country.00088,-121.9323,123.2404,-8.4874,51.6019,-0.0819,20.4153,-11.8767,16.2557,-11.5282,11.8288,-8.0785,9.1306,-8.6496,country
country.00089,-205.0476,141.0027,-8.9733,36.9779,6.4292,14.8792,-4.3157,12.2307,-11.4404,11.8542,-7.8940,9.9133,-2.3496,country
country.00090,-91.6327,115.8508,-30.2084,52.2931,-5.0164,16.9672,-15.6590,13.5497,-12.7573,15.9724,-11.9645,11.0705,-9.9533,country
country.00091,-193.7038,125.5742,-20.9385,46.3504,-2.6909,12.8398,-6.6056,10.7411,-10.9023,6.1337,-9.4351,5.1701,-3.6576,country
country.00092,-50.7518,96.7052,-24.3179,66.0804,-14.6919,24.3860,-21.0243,12.4623,-18.1492,13.2522,-12.8082,9.7937,-11.3434,country
country.00093,-213.5821,117.2231,-21.8721,45.6519,-10.2898,5.0557,-11.9144,5.5757,-17.8047,0.1862,-14.1721,-1.1579,-10.3059,country
country.00094,-104.3015,136.4240,-20.9689,52.8430,2.0333,20.4411,-11.6081,17.6622,-15.7406,11.0530,-11.3260,3.6737,-6.4944,country
country.00095,-124.7674,127.3147,-23.3853,47.3842,0.5729,16.0168,-9.9855,16.2038,-16.7414,6.7926,-8.2001,3.2057,-1.6037,country
country.00096,-69.8132,124.2112,-32.4820,47.6897,1.4027,22.6114,-8.7441,21.4270,-15.6708,15.7381,-12.4400,9.5706,-9.0431,country
country.00097,-148.3259,126.8632,-19.5680,52.8515,8.5883,17.8798,-8.0788,17.7785,-15.4989,13.5076,-10.9543,9.4617,-1.9177,country
country.00098,-139.5589,128.8077,-20.2224,49.4193,-2.1611,16.9710,-8.3204,9.8113,-20.1268,2.4918,-11.2360,3.7693,-6.3978,country
country.00099,-42.1410,106.2569,-24.2052,44.6694,-12.3351,20.5228,-16.0457,18.4858,-18.7756,15.5104,-15.4534,8.9488,-9.9699,country
disco.00000,-111.0967,94.0280,12.4172,16.6427,8.1240,15.6664,-1.4120,7.0227,0.9731,-1.4942,-3.0857,-5.0984,-3.7134,disco
disco.00001,-28.9965,51.8600,-7.5678,21.5089,8.1425,18.1125,6.8855,6.5625,0.7093,11.1637,-1.8103,1.6389,-2.5886,disco
disco.00002,-53.1391,57.1744,21.1628,11.3052,18.1226,1.6669,0.3510,2.3307,-5.1023,2.7493,3.1522,-5.5144,-3.1581,disco
disco.00003,-44.4272,52.3089,3.2418,43.9532,12.5884,24.5104,4.9181,15.3084,2.0443,10.3942,-1.4654,8.8324,0.4107,disco
disco.00004,-83.5244,64.4886,5.6472,2.7041,0.7876,6.1666,1.8875,1.9781,-1.8110,1.8594,2.4582,-0.2235,2.9570,disco
disco.00005,-24.7943,73.6998,-11.7511,28.3071,6.2896,2.1922,8.4198,12.2015,-4.0568,13.5058,1.8663,-0.9272,0.5295,disco
disco.00006,-14.5435,65.1952,-19.8880,31.5076,-4.8137,11.8629,9.9926,5.9600,-3.7954,9.3891,-4.3807,3.3441,-4.4467,disco
disco.00007,-53.3980,56.1682,-6.3377,31.6035,4.6507,16.3423,4.1083,1.8793,-0.3830,2.5021,-0.5431,0.9621,0.4904,disco
disco.00008,-32.5368,65.0393,-26.7631,30.2974,5.6968,11.6639,-2.2235,10.4245,-2.3709,5.3699,-3.8764,-0.8617,-0.2100,disco
disco.00009,-68.8960,63.1145,-15.8564,28.0051,8.1776,7.3284,-4.9287,9.4916,-0.9733,-1.5965,-6.1844,-3.9378,-1.1677,disco
disco.00010,-6.7420,61.1274,-16.6789,27.4395,7.7316,16.0116,4.6457,11.4500,0.3497,9.8448,3.1931,5.0342,-1.8565,disco
disco.00011,-41.2905,62.7900,7.3255,12.1254,6.3655,9.2568,3.0647,13.8522,0.1567,8.0688,-2.6925,-7.2195,-3.2405,disco
disco.00012,-57.9335,68.4191,-15.2300,23.4136,14.8864,13.2179,2.1852,12.7995,0.0543,12.7696,0.0145,3.3859,0.8470,disco
disco.00013,-40.0460,56.2163,23.6948,31.9394,2.4526,2.5686,-2.4853,3.1026,1.8834,3.3490,-0.0007,-1.5173,-2.4538,disco
disco.00014,-23.8994,61.2246,-0.9578,25.3334,0.3923,6.0336,2.4904,6.1930,-0.3279,9.6983,-5.5099,1.0603,-2.4392,disco
disco.00015,-46.7470,103.7050,22.1420,9.2266,2.2443,-4.8047,4.7994,0.9556,-9.4107,-1.0701,-0.8720,-5.2762,-1.7571,disco
disco.00016,-35.8226,83.8055,-2.9022,32.2116,9.1429,4.1839,0.1391,11.0922,-2.8971,7.9981,0.6317,3.6696,3.7781,disco
disco.00017,-98.1617,92.4001,2.6566,19.3686,3.5767,-1.7492,-1.7038,-3.1806,-9.1036,-4.0836,-5.1863,-5.4820,-4.2347,disco
disco.00018,-73.0807,71.7436,12.0507,1.4260,4.5330,10.8595,3.8705,0.9373,-5.9805,9.0440,-2.3718,3.5551,-0.1440,disco
disco.00019,-95.0155,109.3399,-30.1745,16.3720,20.0421,11.9620,3.4946,6.1797,5.2107,8.6213,0.3279,0.3777,0.5331,disco
disco.00020,-104.1121,105.8722,-14.3253,36.7071,-10.3362,16.7938,-6.8145,8.1321,-4.4654,0.9765,-10.0080,0.3818,-1.7024,disco
disco.00021,-115.0421,70.4221,31.2271,11.1655,13.0712,3.8848,1.8104,4.9750,-1.0370,3.9301,-1.2841,-0.6882,-1.0692,disco
disco.00022,-71.9282,46.8637,21.0347,29.9597,9.5108,2.4001,8.2445,2.5221,-2.1480,0.4502,-0.2286,-1.5528,-3.6147,disco
disco.00023,-32.1414,60.0431,3.3760,18.9794,4.3344,0.6902,-2.0188,1.3335,-4.6390,3.7953,-6.7362,-4.8830,-2.3345,disco
disco.00024,-69.6047,83.0852,-16.6003,0.1196,7.4246,0.7700,1.3362,4.7022,-1.4133,3.3238,-2.8745,-8.1990,-5.7657,disco
disco.00025,-124.1381,90.1550,-11.3268,10.9339,-1.1476,-3.7610,-0.8594,-3.8346,-3.7020,-0.2587,-5.8176,-3.4389,-4.6312,disco
disco.00026,-68.0188,66.3489,11.8568,21.9792,9.7593,6.6914,1.5994,3.8092,0.9501,4.7700,-4.2098,-0.0650,-1.2371,disco
disco.00027,-155.7921,60.5784,23.1981,31.2109,25.0732,16.9141,9.4367,8.4561,5.3269,6.5566,5.7687,3.9193,7.5702,disco
disco.00028,-20.4705,53.6852,5.9860,10.1436,17.0715,9.5300,4.6143,6.3985,-0.3338,1.7302,3.6740,-0.7755,-5.8788,disco
disco.00029,-58.9489,68.8654,-8.4651,3.6229,5.0786,3.2680,13.5156,-1.3778,1.6619,3.7085,-3.7048,-0.3207,-2.8313,disco
disco.00030,-40.7137,63.9509,4.9026,16.3391,12.1109,9.3390,4.5421,5.1885,-0.5901,-0.0836,2.9502,-1.4827,-1.7668,disco
disco.00031,-66.5379,58.3322,-8.1669,15.4701,5.5623,7.6852,4.0679,-3.5917,-1.3341,1.6063,-5.4849,-3.7447,-3.2480,disco
disco.00032,-123.2978,86.9880,-22.5101,6.9451,8.4640,12.6450,-0.8519,-0.8299,-3.2560,2.6264,-0.7744,-0.4201,-3.8377,disco
disco.00033,-57.7873,86.5598,-11.8193,38.7673,2.3643,8.8277,-1.2815,9.9206,-1.6515,9.8451,3.0101,7.5055,1.7061,disco
disco.00034,-65.7373,52.8175,16.5775,12.5647,5.6156,8.3817,-0.6213,-0.6169,-4.0818,0.6824,-7.7812,-1.8877,-7.2482,disco
disco.00035,-51.7562,55.6749,11.3942,7.4831,12.0020,6.2593,4.3511,4.3099,-5.9392,0.5639,3.5910,-2.3952,-5.8256,disco
disco.00036,-23.5281,57.3398,6.9996,16.5447,5.5094,11.8613,1.6902,5.4641,2.7528,7.3399,1.9629,1.2683,-2.3431,disco
disco.00037,-26.5410,52.0540,4.1791,12.8681,16.7434,10.1220,4.4759,6.3247,1.1632,0.6499,4.6329,2.1359,-3.3656,disco
disco.00038,-77.4093,52.1962,-9.0031,12.8584,8.5620,2.8917,8.9343,4.0104,-7.3488,-2.2602,0.9607,-1.0447,-3.7656,disco
disco.00039,-107.4198,91.0912,-8.3825,34.3267,-1.9290,3.7838,10.5237,5.5707,6.9451,4.7715,0.6847,-3.8455,-2.5754,disco
disco.00040,-78.2770,80.0552,-9.1421,25.4579,-3.3836,16.8018,7.2576,1.8110,0.4880,6.3173,1.4957,2.1651,0.6583,disco
disco.00041,-121.9867,116.8376,28.3140,24.7107,10.9070,-1.8986,-1.4007,-0.9552,-3.5466,-2.6150,-1.1202,-4.1868,-2.5443,disco
disco.00042,-62.3059,92.0553,-19.7352,17.6312,-3.1935,5.4134,-4.0124,8.8814,-2.5060,3.1577,-0.5329,-1.4959,1.2951,disco
disco.00043,-62.7992,77.8767,3.5501,26.0268,5.9412,11.3049,11.1278,-1.9641,1.8355,9.1690,4.0721,0.9989,5.6143,disco
